Бренд,продукция,категория,префикс,номер,суффикс,Аналог,d_mm,D_mm,B_mm,T_mm,C_mm,W_mm,r1r2_min_mm,r3r4_min_mm,a_mm,d_inch,D_inch,B_inch,T_inch,C_inch,spindle_A_mm,spindle_B_mm,spindle_B1_mm,axb,interface,spindle_head,C,D_x_L,G,F,keyway,shaft_d_mm,thread_e,rpm,max_speed_rpm,mass_kg,static_400C_kN,static_20C_kN,screw_class,note_raw,raw,source_site,source_url,source_brand,source_page,scraped_at_utc,номер_исходный,parse_strategy,parse_conflict,stage2_enriched,обозначение_полное,quality
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1000095,,Y5/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1000095 [APROM] Y5/N,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1000095,unchanged,,yes,1000095 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1000098,,Y8/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1000098 [APROM] Y8/N,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1000098,unchanged,,yes,1000098 (ADR),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23126,,3003726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003726 [ISO] 23126,,,,,,23126,unchanged,,,23126 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23128,,3003728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003728 [ISO] 23128,,,,,,23128,unchanged,,,23128 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23130,,3003730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003730 [ISO] 23130,,,,,,23130,unchanged,,,23130 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23034,,3003134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003134 [ISO] 23034,,,,,,23034,unchanged,,,23034 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23036,,3003136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003136 [ISO] 23036,,,,,,23036,unchanged,,,23036 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23038,,3003138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003138 [ISO] 23038,,,,,,23038,unchanged,,,23038 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23218,,3003218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003218 [ISO] 23218,,,,,,23218,unchanged,,,23218 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23220,,3003220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003220 [ISO] 23220,,,,,,23220,unchanged,,,23220 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23228,CC,3053228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053228 [ISO] 23228 CC,,,,,,23228,unchanged,,,23228 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23132,,3003732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003732 [ISO] 23132,,,,,,23132,unchanged,,,23132 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33028,,3007128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3007128 [ISO] 33028,,,,,,33028,unchanged,,,33028 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23228,,3003228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003228 [ISO] 23228,,,,,,23228,unchanged,,,23228 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23230,,3003230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003230 [ISO] 23230,,,,,,23230,unchanged,,,23230 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23232,,3003232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003232 [ISO] 23232,,,,,,23232,unchanged,,,23232 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23120,,3003720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003720 [ISO] 23120,,,,,,23120,unchanged,,,23120 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23124,,3003724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003724 [ISO] 23124,,,,,,23124,unchanged,,,23124 (BBC),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,24,1080094,Ю1УТ,AY4ZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,24-1080094Ю1УТ [APROM] AY4ZZ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,24-1080094Ю1УТ,gost_hyphen,,yes,24 1080094 Ю1УТ (ADR),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23036,CC,3053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053136 [ISO] 23036 CC,,,,,,23036,unchanged,,,23036 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23038,CC,3053138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053138 [ISO] 23038 CC,,,,,,23038,unchanged,,,23038 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23218,CC,3053218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053218 [ISO] 23218 CC,,,,,,23218,unchanged,,,23218 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23220,CC,3053220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053220 [ISO] 23220 CC,,,,,,23220,unchanged,,,23220 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23222,CC,3053222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053222 [ISO] 23222 CC,,,,,,23222,unchanged,,,23222 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23224,CC,3053224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053224 [ISO] 23224 CC,,,,,,23224,unchanged,,,23224 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23226,CC,3053226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053226 [ISO] 23226 CC,,,,,,23226,unchanged,,,23226 CC (BBC),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080096,ЮС2,WY6/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080096ЮС2 [APROM] WY6/S,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080096ЮС2,gost_hyphen,,yes,4 1080096 ЮС2 (ADR),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33026,,3007126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3007126 [ISO] 33026,,,,,,33026,unchanged,,,33026 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23134,,3003734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003734 [ISO] 23134,,,,,,23134,unchanged,,,23134 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32968,,2007968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007968 [ISO] 32968,,,,,,32968,unchanged,,,32968 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2408,,N 408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2408 [APROM] N 408,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2408,unchanged,,yes,2408 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2410,,N 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2410 [APROM] N 410,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2410,unchanged,,yes,2410 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2412,,N 412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2412 [APROM] N 412,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2412,unchanged,,yes,2412 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32908,,2007908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007908 [ISO] 32908,,,,,,32908,unchanged,,,32908 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32909,,2007909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007909 [ISO] 32909,,,,,,32909,unchanged,,,32909 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32910,,2007910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007910 [ISO] 32910,,,,,,32910,unchanged,,,32910 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32912,,2007912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007912 [ISO] 32912,,,,,,32912,unchanged,,,32912 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32913,,2007913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007913 [ISO] 32913,,,,,,32913,unchanged,,,32913 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2417,,N 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2417 [APROM] N 417,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2417,unchanged,,yes,2417 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2506,,N 2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2506 [APROM] N 2206,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2506,unchanged,,yes,2506 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2507,,N 2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2507 [APROM] N 2207,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2507,unchanged,,yes,2507 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2508,,N 2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2508 [APROM] N 2208,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2508,unchanged,,yes,2508 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2509,,N 2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2509 [APROM] N 2209,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2509,unchanged,,yes,2509 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23222,,3003222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003222 [ISO] 23222,,,,,,23222,unchanged,,,23222 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2406,,N 406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2406 [APROM] N 406,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2406,unchanged,,yes,2406 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2407,,N 407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2407 [APROM] N 407,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2407,unchanged,,yes,2407 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2513,,N 2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2513 [APROM] N 2213,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2513,unchanged,,yes,2513 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2514,,N 2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2514 [APROM] N 2214,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2514,unchanged,,yes,2514 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2515,,N 2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2515 [APROM] N 2215,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2515,unchanged,,yes,2515 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2516,,N 2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2516 [APROM] N 2216,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2516,unchanged,,yes,2516 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2517,,N 2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2517 [APROM] N 2217,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2517,unchanged,,yes,2517 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2518,,N 2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2518 [APROM] N 2218,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2518,unchanged,,yes,2518 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2414,,N 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2414 [APROM] N 414,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2414,unchanged,,yes,2414 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2415,,N 415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2415 [APROM] N 415,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2415,unchanged,,yes,2415 (BBC),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61919,/P63S2,76-1000919БТ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,76-1000919БТ2 [ISO] 61919/P63S2,,,,,,61919,unchanged,,,61919/P63S2 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61919,MA/P63S2,76-1000919БТ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,76-1000919БТ2 [ISO] 61919MA/P63S2,,,,,,61919,unchanged,,,61919 MA/P63S2 (ГПЗ-4),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2510,,N 2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2510 [APROM] N 2210,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2510,unchanged,,yes,2510 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23224,,3003224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003224 [ISO] 23224,,,,,,23224,unchanged,,,23224 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23226,,3003226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003226 [ISO] 23226,,,,,,23226,unchanged,,,23226 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2116,,N 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2116 [APROM] N 1016,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2116,unchanged,,yes,2116 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2117,,N 1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2117 [APROM] N 1017,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2117,unchanged,,yes,2117 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2119,,N 1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2119 [APROM] N 1019,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2119,unchanged,,yes,2119 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2120,,N 1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2120 [APROM] N 1020,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2120,unchanged,,yes,2120 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,2121,,N 1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2121 [APROM] N 1021,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=BBC,BBC,,2026-02-09T13:48:50Z,2121,unchanged,,yes,2121 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32944,,2007944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007944 [ISO] 32944,,,,,,32944,unchanged,,,32944 (BBC),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,5-,1000915,Б,61915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ГОСТ,1000915 [APROM] 61915,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,1000915,unchanged,,yes,5- 1000915 Б (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61915,MA/P5,5-1000915Б,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000915Б [ISO] 61915MA/P5,,,,,,61915,unchanged,,,61915 MA/P5 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61915,/P5Q6,5-1000915Ш2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000915Ш2 [ISO] 61915/P5Q6,,,,,,61915,unchanged,,,61915/P5Q6 (ГПЗ-4),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32964,,2007964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007964 [ISO] 32964,,,,,,32964,unchanged,,,32964 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32972,,2007972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007972 [ISO] 32972,,,,,,32972,unchanged,,,32972 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32928,,2007928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007928 [ISO] 32928,,,,,,32928,unchanged,,,32928 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32930,,2007930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007930 [ISO] 32930,,,,,,32930,unchanged,,,32930 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32932,,2007932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007932 [ISO] 32932,,,,,,32932,unchanged,,,32932 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32934,,2007934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007934 [ISO] 32934,,,,,,32934,unchanged,,,32934 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32936,,2007936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007936 [ISO] 32936,,,,,,32936,unchanged,,,32936 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32938,,2007938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007938 [ISO] 32938,,,,,,32938,unchanged,,,32938 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32940,,2007940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007940 [ISO] 32940,,,,,,32940,unchanged,,,32940 (BBC),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61916,,7-1000916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,7-1000916 [ISO] 61916,,,,,,61916,unchanged,,,61916 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4-,1000917,Ю,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ГОСТ,4-1000917Ю,,,,,,1000917,unchanged,,yes,4- 1000917 Ю (ГПЗ-4),NO_DIMS|NO_ANALOG
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32948,,2007948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007948 [ISO] 32948,,,,,,32948,unchanged,,,32948 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32952,,2007952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007952 [ISO] 32952,,,,,,32952,unchanged,,,32952 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32956,,2007956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007956 [ISO] 32956,,,,,,32956,unchanged,,,32956 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32960,,2007960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2007960 [ISO] 32960,,,,,,32960,unchanged,,,32960 (BBC),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61915,MA/P6S2,6-1000915БТ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000915БТ2 [ISO] 61915MA/P6S2,,,,,,61915,unchanged,,,61915 MA/P6S2 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61903,,7-1000903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,7-1000903 [ISO] 61903,,,,,,61903,unchanged,,,61903 (ГПЗ-4),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446312,Е1,7312X3TADTEP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446312Е1 [APROM] 7312X3TADTEP3,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446312Е1,gost_hyphen,,,6 446312 Е1 (ГПЗ-3),NO_DIMS
